sentence_id,text,source,vector
87,"Parce que, comme on [11] sait, la politique est la moderne tragédie, on attendait d'elle le dé-nouement.",signes.txt,
88,"Hegel l'a dit un jour de sa jeunesse, la prière du matin philosophique.",signes.txt,
89,"Néant, il y avait déposé une immense charge métaphysique, - avec raison puisqu'il pensait à la membrure, àl'architectonique de l'histoire, à l'insertion de la matière et de l'esprit, de l'hommeet de la nature, de l'existence et de la conscience, dont la philosophie ne donneque l'algèbre ou le schéma.",signes.txt,
90,"Reprise totale des origines humaines dans un nouvel avenir, la politique révolutionnaire passait par ce centre métaphysique.",signes.txt,
91,"Mais dans la période récente, c'est à la politique de pure tactique, série discontinue d'actionset d'épisodes sans lendemain, qu'on liait toutes les formes de l'esprit et de la vie.",signes.txt,
92,"Au lieu d'unir leurs vertus, philosophie et politique échangeaient dès lors leurs vices : on avait une pratique rusée et une pensée superstitieuse.",signes.txt,
93,"Négativité étaient vraiment présentes sous ces maigres espèces. En fait, privés de tout contact avec le savoir, la technique, l'art, les mutations de l'économie, lesgrands concepts historico-philosophiques étaient exsangues, et, - sauf chez lesmeilleurs, - le rigorisme politique donnait la main à la paresse, à l'incuriosité, àl'improvisation.",signes.txt,
94,"Si tel était le mariage de la philosophie et de la politique, on pen- sera qu'il faut se féliciter du divorce.",signes.txt,
95,"Pourtant, il y a une « mauvaise » rupture de la philosophie et de la politique qui ne sauve rien, et qui les laisse àleur misère.",signes.txt,
96,"Sartre. Les deux timidités se comprennent. C'est dans le marxisme que, depuis des années, ils ont pratiqué la philosophie.",signes.txt,
97,"Lénine, ils ont bien des fois rencontré la formule abstraite de leur drame futur, ils savent qu'on peut trou-ver dans cette tradition toutes les armes d'une opposition ou de plusieurs, et il estnaturel qu'ils se sentent toujours marxistes.",signes.txt,
98,"Mais comme c'est le marxisme aussi qui leur a fourni longtemps leurs raisons tout compte fait de rester communistes etde renouveler au communisme son privilège d'interprète de l'histoire, on com-prend que, revenant aux choses mêmes, ils aient envie d'écarter tout intermédiaireet réclament une doctrine toute neuve.",signes.txt,
99,"Rester fidèle à ce qu'on fut, tout reprendre par le début, chacune des deux tâches est immense.",signes.txt,
100,"Lénine, de Lénine avec Staline et même avec Khrouch- tchev, et enfin les rapports du hégélo-marxisme avec ce qui l'a précédé et ce quil'a suivi.",signes.txt,
101,"Parti, parce que c'était la seule manière alors de faire de la philosophie sans trop en avoir l'air, et qui, maintenant qu'ils n'ysont plus, doit leur paraître accablant, dérisoire.",signes.txt,
102,"Ils se tournent donc vers les sciences, vers l'art, vers la recherche sans parti.",signes.txt,
103,"Mais quel désarroi si l'on ne peut plus tabler sur l'arrière-fond presque séculaire du marxisme, s'il faut essayer soussa propre responsabilité, sans appareil, tout nu, et d'ailleurs dans le [13] voisinagegênant de ceux qui n'ont jamais fait autre chose, et que l'on a autrefois, plutôt quediscutés, expédiés...",signes.txt,
104,"On reste donc indécis entre l'exigence de la fidélité et celle de la rupture, et l'on n'accepte tout à fait ni l'une ni l'autre.",signes.txt,
105,"On écrit quelquefois comme s'il n'y avait jamais eu de marxisme, on traite par exemple de l'histoireselon le formalisme de la théorie des jeux.",signes.txt,
106,"Mais, par ailleurs, on garde en réserve le marxisme, on élude toute révision.",signes.txt,
107,"En fait, une révision est en cours, mais on se la cache à soi-même, on la déguise en retour aux sources.",signes.txt,
108,"Car après tout, dit-on, ce qui a fait faillite avec l'orthodoxie, c'est le dogmatisme, la philosophie.",signes.txt,
109,"Le vrai marxisme, lui, n'en était pas une, et nous nous en tenons à ce marxisme-là, quid'ailleurs comprend tout, et le stalinisme et l'anti-stalinisme, et la vie entière dumonde.",signes.txt,
110,Ainsi l'on reporte à plus tard l'identité marxiste de la pensée et de l'action que le présent meten cause.,signes.txt,
111,L'appel à un avenir indéfini conserve la doctrine comme manière de penser et point d'honneur au moment où elle est en difficulté comme manière devivre.,signes.txt,
112,"La non-philosophie, que Marx enseignait au profit de la praxis révolu- tionnaire, elle est maintenant l'abri de l'incertitude.",signes.txt,
113,Ces écrivains savent mieux que personne que l'attache marxiste de la philosophie et de la politique s'est rom-pue.,signes.txt,
114,"Marx avait dit qu'elle était : la philosophie à la fois réali- sée et détruite dans l'histoire, la négation qui sauve, la destruction qui accomplit.",signes.txt,
115,"Cette opération métaphysique n'a pas eu lieu, - c'est même pourquoi ces écrivains ont quitté le communisme, qui réalisait si peu les valeurs abstraites qu'il détruisaitpour commencer les siennes.",signes.txt,
116,"Ils ne sont pas bien sûrs qu'elle se fasse jamais. Sur quoi, au lieu d'en examiner l'arrière-fond philosophique, ils la transforment, [14]elle, audace et résolution, en rêverie, en espérance.",signes.txt,
117,"Marx croyait constater dans les choses autour de lui, mais qui ne sont peut-être qu'unecertaine philosophie, et ne peuvent être exceptées du réexamen.",signes.txt,
118,"« contradiction », même celle de Budapest, ne leur étant en droit opposable. C'est cet ensemble d'interrogations sur l'ontologie marxiste qui est escamoté si l'on va-lide d'emblée le marxisme comme vérité pour plus tard.",signes.txt,
119,"Elles ont toujours fait le pathos et la vie profonde du marxisme : il était l'essai ou l'épreuve de la négationcréatrice, de la réalisation-destruction ; en les oubliant, on le désavoue commerévolution.",signes.txt,
120,"En tout cas, si on lui accorde sans débat sa prétention de n'être pas une philosophie, d'être l'expression d'un seul grand fait historique, (et sa critique detoute philosophie comme alibi et faute contre l'histoire), puisque par ailleurs onconstate qu'il n'y a pas à présent de mouvement prolétarien à l'échelle mondiale,on le met en position d'inactivité et l'on se définit soi-même comme marxiste ho-noraire.",signes.txt,
121,"Car on peut manquer un divor- ce, aussi bien qu'un mariage.",signes.txt,
122,"Nous ne supposons ici aucune thèse préétablie ; notamment nous ne confon- dons pas le marxisme et le communisme devant le tribunal de la philosophiecomme savoir absolu, sous prétexte qu'ils l'excluent l'un et l'autre : la différenceest claire entre la règle marxiste de ne pas détruire la philosophie sans la réaliser,et la pratique stalinienne [15] qui la détruit simplement.",signes.txt,
123,Nous n’insinuons même pas que cette règle dégénère inévitablement dans cette pratique.,signes.txt,
124,"Nous disons qu'avec les événements des dernières années le marxisme est décidément entrédans une nouvelle phase de son histoire, où il peut inspirer, orienter des analyses,garder une sérieuse valeur heuristique, mais où il n'est certainement plus vrai dansle sens où il se croyait vrai, et que l'expérience récente, l'installant dans un ordrede la vérité seconde, donne aux marxistes une assiette et presque une méthodenouvelles qui rendent vaines les mises en demeure.",signes.txt,
125,"Quand on leur demande - et quand ils se demandent - s'ils sont encore marxistes, à cette mauvaise question, iln'y a que de mauvaises réponses, non seulement parce que, comme nous le disionsplus haut, une réponse précise supposerait achevé un immense travail de mise enperspective, mais parce que, même fait, ce travail ne pourrait se conclure par au-cune réponse simple, parce que, dès qu'elle se pose, cette question-là exclut le ouiet le non.",signes.txt,
126,« réfutée ».,signes.txt,
127,« vrai » et le « faux » étaient les deux seuls modes d'existence intellectuelle.,signes.txt,
128,"Même dans les sciences, un ensemble théorique dépassé peut être réintégré dans le langage de celui qui le dépasse, il reste signifiant, il garde savérité.",signes.txt,
129,« toujours valable » ou qu'il est « démenti par les faits ».,signes.txt,
130,"Derrière les énoncés marxistes, vérifiés ou démentis, il y a toujours le marxisme comme matrice d'expériences intellectuelles et historiques, qui peuttoujours, moyennant quelques hypothèses auxiliaires, être sauvé de l'échec, com-me d'ailleurs on peut toujours soutenir qu'il n'est pas validé en bloc par le succès.",signes.txt,
131,« réfutation » comme d’ailleurs de « vérifications ».,signes.txt,
132,"« erreurs » dans les formules fondamentales du marxisme, dans son ontologie dont nous parlions tout à l’heure, elles ne sont pas de celles que l’onpeut simplement barrer ou oublier.",signes.txt,
133,"« erreur » ici n’est pas le contraire simple de la vérité, elle est plutôt une vérité manquée.",signes.txt,
134,Marx sans cesser d’être sources de sens et réinterprétables.,signes.txt,
135,"Pythagore est vrai, non plus au sens où il le fut pour celui qui l’a inventé – comme vérité identique et propriété de l’espace même– mais comme propriété d’un certain modèle d’espace parmi d’autres espacespossibles.",signes.txt,
136,"L’histoire de la pensée ne prononce pas sommairement : ceci est vrai, cela est faux.",signes.txt,
137,« messages » ou en prières de musée.,signes.txt,
138,"« réalité » invariable quelque miraculeuse adéquation ou corres- pondance, – cette vérité ponctuelle ou décharnée n’est ni suffisante ni même né-cessaire pour qu’une doctrine soit grande, – mais parce qu’elles restent parlantesau-delà des énoncés, des propositions, intermédiaires obligés si l’on veut allerplus loin.",signes.txt,
139,"Ce sont là les classiques. On les reconnaît à ceci que personne ne les prend à la lettre, et que pourtant les faits nouveaux ne sont jamais absolumenthors de leur compétence, qu’ils tirent d’eux de nouveaux échos, qu’ils révèlent[17] en eux de nouveaux reliefs.",signes.txt,
140,Nous disons que le réexamen de Marx serait la méditation d’un classique et qu’il ne saurait se terminer par le nihil obstat ni parla mise à l’index.,signes.txt,
141,Descartes. Nous disons que Marx est en train de passer à cette vérité seconde.,signes.txt,
142,"Et nous disons au seul nom de l’expérience récente, notamment de celle des écrivains marxistes.",signes.txt,
143,Buda- pest.,signes.txt,
144,Ils ont donc rompu en marxistes.,signes.txt,
145,« faire le jeu de l’adversaire ».,signes.txt,
146,"Ils ne se trompent pas et ne nous trompent pas quand ils disent aujourd’hui qu’ils rententmarxistes, mais à condition d’ajouter que leur marxisme ne s’identifie plus avecaucun appareil, qu’il est une vue de l’histoire et non pas le mouvement en acte del’histoire, – bref qu’il est une philosophie.",signes.txt,
147,Marx un classique ou un philo- sophe.,signes.txt,
148,"On leur disait : toute initiative, toute recherche politique ou non politique s’apprécie selon les incidences politiques, la ligne politique selon l’intérêt du par-ti, et l’intérêt [18] du parti selon les vues des dirigeants, en dernière analyse.",signes.txt,
149,"Ils ont rejeté ces réductions en chaîne de toutes les instances, de tous les critères à unseul, ils ont affirmé que le mouvement de l'histoire se fait par d'autres moyens, surd'autres rythmes au niveau de l'organisation politique et dans le prolétariat, et dansles syndicats, et dans l'art et dans la science, qu'il y a plus d'un foyer de l'histoire,ou plus d'une dimension, plus d'un plan de référence, plus d'une source du sens.",signes.txt,
150,"Ils ont rejeté là une certaine idée de l'Être-objet, et de l'identité et de la différence.",signes.txt,
151,"La question n'a plus grand sens au moment où le marxisme éclate peut-être, en tout cas s'ouvre.",signes.txt,
152,"On en parle du dedans quand on peut, et du dehors quand il n'y a plus moyen.",signes.txt,
153,On est déjà dehors dès qu'au lieu de redire des choses dites on essaie par elles de se comprendre et de comprendre les choses existantes.,signes.txt,
154,La question de savoir si l'on en est ou non ne se pose qu'à l'égard d'un mouvement historique ou d'une doctrine à leur naissance.,signes.txt,
155,"Le marxisme est moins et plus que cela : un immense champ d'histoire et de pensée sédimentées, où l'on va s'exerceret apprendre à penser.",signes.txt,
156,La mutation est grave pour lui qui voulait être l'opération de l'histoire mise en mots.,signes.txt,
157,Mais c'était là justement le comble de l'arrogance phi- losophique.,signes.txt,
158,"Il est sûr que leur indépendance ne sera qu'un mot si les pôles de leur développement sont définis selon les intérêts des pays avancés, et que l'ailegauche des nouveaux nationalismes est là-dessus en conflit avec les bourgeoisieslocales.",signes.txt,
159,"Europe, qui rendent caduque la vie parlementaire et politique à l'ancienne, mettent à l'ordre du jour la lutte pour lecontrôle et la gestion du nouvel appareil économique.",signes.txt,
160,"On peut certes inventer à partir du marxisme des catégories qui orientent l'analyse du présent, etl'« impérialisme structurel » en serait une 1 .",signes.txt,
161,"Il est même permis d'affirmer que nulle politique à la longue ne sera celle de notre temps si elle ignore ces problè-mes, et le système de références marxiste qui les dévoile.",signes.txt,
162,Dans le marxisme de Marx les deux allaient ensemble.,signes.txt,
163,"On découvrait avec la question la réponse, la question n'était que le commencement d'une réponse, le socialisme était l'inquiétude, le mouvement ducapitalisme.",signes.txt,
164,U.,signes.txt,
165,R.,signes.txt,
166,« l'aile la plus avancée des natio- nalismes africains se trouvera bientôt amenée à confronter ses préoccupationsavec celles des classes ouvrières des pays économiquement dominants » 3 .,signes.txt,
167,"On sent la distance du [20] marxisme instrument d'analyse théori- que, au marxisme qui définissait la théorie comme la conscience d'une pratique.",signes.txt,
168,"Il y a des situations de lutte des classes, et l'on peut même, si l'on veut, formuler lasituation mondiale en termes de prolétariat et de bourgeoisie : ce n'est plus qu'unemanière de parler, et le prolétariat qu'un nom pour une politique rationnelle.",signes.txt,
169,"Serge MALLET : Gaullisme et néo-capitalisme, Esprit, février 1960.",signes.txt,
170,"Serge MALLET, article cité, page 211.",signes.txt,
171,"Ibid., p. 214.",signes.txt,
172,"Ce que nous défendons ici, sous le nom de philosophie, c'est très précisément le genre de pensée auquel les marxistes ont été reconduits par les choses.",signes.txt,
173,"Notre temps peut décevoir chaque jour une rationalité naïve : découvrant par toutes sesfissures le fondamental, il appelle une lecture philosophique.",signes.txt,
174,"Il n'a pas absorbé la philosophie, elle ne le surplombe pas.",signes.txt,
175,"Elle n'est ni servante, ni maîtresse de l'his- toire.",signes.txt,
176,"Leurs rapports sont moins simples qu'on ne l'avait cru : c'est à la lettre une action à distance, chacune du fond de sa différence exigeant le mélange et lapromiscuité.",signes.txt,
177,"Nous avons encore à apprendre le bon usage de cet empiètement - et notamment une philosophie d'autant moins liée par les responsabilités politiquesqu'elle a les siennes, d'autant plus libre d'entrer partout qu'elle ne se substitue àpersonne, qu'elle ne joue pas aux passions, à la politique, à la vie, qu'elle ne lesrefait pas dans l'imaginaire, mais dévoile précisément l'Etre que nous habitons.",signes.txt,
178,On rit du philosophe qui veut que le « processus historique » passe par sa ta- ble de travail.,signes.txt,
179,Il se venge en réglant leur compte aux absurdités de l'histoire. Tel est son emploi dans un vaudeville maintenant séculaire.,signes.txt,
180,"Qu'on regarde plus haut dans le passé, qu'on se demande ce que peut être la philosophie aujourd'hui : onverra que la philosophie de survol fut un épisode, et qu'il est révolu.",signes.txt,
181,"Maintenant comme jadis, la philosophie commence par le : qu'est-ce que pen- ser ? et d'abord s'y absorbe.",signes.txt,
182,Pas d'instruments ici ni d'organes. C'est un pur : il m'apparaît que...,signes.txt,
183,"Celui devant qui tout paraît ne peut être dissimulé à lui-même, il s'apparaît tout le premier, il est cette apparition de soi à soi, il surgit de rien, rienni personne ne [21] peut l'empêcher d'être soi, ni l’y aider.",signes.txt,
184,"Il fut toujours, il est partout, il est roi dans son île déserte.",signes.txt,
185,Mais la première vérité ne peut être qu'une demi-vérité. Elle ouvre sur autre chose.,signes.txt,
186,"Il n'y aurait rien s'il n'y avait cet abîme du soi. Seulement un abîme n'est pas rien, il a ses bords, ses entours.",signes.txt,
187,"On pense toujours à quelque chose, sur, selon, d'après quelque chose, à l'endroit, à l'encontre de quelque chose.",signes.txt,
188,Même l'action de penser est prise dans la poussée de l’être.,signes.txt,
189,Je ne peux pas penser identiquement à la même chose plus d'un instant.,signes.txt,
190,"L'ouverture par principe est aussitôt comblée, comme si la pensée ne vivait qu'à l'état naissant.",signes.txt,
191,"Si elle se maintient, c'est à tra- vers - c'est par le glissement qui la jette à l'inactuel.",signes.txt,
192,"Car il y a l'inactuel de l'oubli, mais aussi celui de l'acquis.",signes.txt,
193,À quoi bon m'assurer que ma pensée du jour recouvre ma pensée d'hier : je le sais bien puisque aujourd'hui je vois plus loin.,signes.txt,
194,"Si je pense, ce n'est pas que je saute hors du temps dans un monde intelligible, ni queje recrée chaque fois la signification à partir de rien, c'est que la flèche du tempstire tout avec elle, fait que mes pensées successives soient, dans un sens second,simultanées, ou du moins qu'elles empiètent légitimement l'une sur l'autre.",signes.txt,
195,Je fonctionne ainsi par construction.,signes.txt,
196,Je suis installé sur une pyramide de temps qui a été moi.,signes.txt,
197,"Je prends du champ, je m'invente, mais non sans mon équipement tempo- rel, comme je me déplace dans le monde, mais non sans la masse, inconnue demon corps.",signes.txt,
198,Le temps est ce « corps de l'esprit » dont parlait Valéry. Temps et pensée sont enchevêtrés l'un dans l'autre.,signes.txt,
199,La nuit de la pensée est habitée par une lueur de l'Etre.,signes.txt,
200,"« côtés » incompatibles et simultanés. Je le vois comme il est sous mes yeux, mais aussi comme je le verrais d'un autre site, etcela non pas possiblement, mais actuellement, car dès maintenant il brille ailleursde beaucoup de feux qui me sont masqués.",signes.txt,
201,"Cette liane de moi à l'horizon, c'est un rail pour le mouvement de mon regard.",signes.txt,
202,La maison à l'horizon luit solennellement comme une chose passée ou une chose espérée.,signes.txt,
203,"Et mon passé inversement a son espace, ses chemins, ses lieux-dits, ses monuments.",signes.txt,
204,"Sous les ordres croisés, mais distincts, du successif et du simultané, sous la suite des synchronies qui s'ajoutent ligne àligne, on retrouve un réseau sans nom, des constellations d'heures spatiales, depoints-événements.",signes.txt,
205,"Toute la description de notre paysage et de nos lignes d'univers, celle de notre monologue intérieur seraient à refaire.",signes.txt,
206,"Les couleurs, les sons, les choses comme les étoiles de Van Gogh, sont des foyers, des rayonnements d'être.",signes.txt,
207,"Prenons les autres à leur apparition dans la chair du monde. Ils ne seraient pas pour moi, dit-on, si je ne les reconnaissais, si je ne déchiffrais sur eux quelquesigne de la présence à soi dont je détiens l'unique modèle.",signes.txt,
208,"Vision à laquelle je participe aussi. Car ils ne sont pas des fictions dont je peuplerais mon désert, des fils de mon esprit, des possibles à jamais inactuels,mais ils sont mes jumeaux ou la chair de ma chair.",signes.txt,
209,"Certes je ne vis pas leur vie, ils sont définitivement absents de moi et moi d'eux.",signes.txt,
210,"Mais cette distance est une étrange proximité dès qu'on retrouve l'être du sensible, puisque le sensible est [23précisément ce qui, sans bouger de sa place, peut hanter plus d'un corps.",signes.txt,
211,"Cette table que touche mon regard, personne ne la verra : il faudrait être moi.",signes.txt,
212,Et pour- tant je sais qu'elle pèse au même moment exactement de même façon sur toutregard.,signes.txt,
213,"Car les autres regards, je les vois, eux aussi, c'est dans le même champ où sont les choses qu'ils dessinent une conduite de la table, qu'ils lient pour une nou-velle comprésence les parties de la table l'une à l'autre.",signes.txt,
214,"Là-bas ; se renouvelle ou se propage, sous couvert de celle qu'à l'instant je fais jouer, l'articulation d'un re-gard sur un visible.",signes.txt,
215,Visible. Un de mes visibles se fait voyant.,signes.txt,
216,"J'assiste à la métamorphose. Désormais il n'est plus l'une des choses, il est en circuit avec elles ou il s'interpose entre elles.",signes.txt,
217,"Quand je le regarde, mon regard ne s'arrête plus, ne se termine plus à lui, comme il s'arrête ou se termine aux cho-ses ; par lui, comme par un relais, il continue vers les choses - les mêmes chosesque j'étais seul à voir, que je serai toujours seul à voir, mais que lui aussi, désor-mais, est seul à voir à sa manière.",signes.txt,
218,Je sais maintenant que lui aussi est seul à être soi.,signes.txt,
219,"Tout repose sur la richesse insurpassable, sur la miraculeuse multiplication du sensible.",signes.txt,
220,« autre côté » 4 est un autre sentir compté à partir de mon sensible.,signes.txt,
221,"Tout tient à ce que cette table, celle qu'à l'instant mon re- gard balaye et dont il interroge la texture, n'appartient à aucun espace de cons-cience et s'insère aussi bien dans le circuit des autres corps - à ce que nos regardsne sont pas des actes de conscience, dont chacun revendiquerait une indéclinablepriorité, mais ouverture de notre chair aussitôt remplie par la chair universelle dumonde - à ce que de la sorte les corps vivants se ferment sur le monde, se fontcorps voyants, corps touchants, et a fortiori sensibles à eux-mêmes, puisqu'on nesaurait toucher ou voir sans être capable de [24] se toucher et de se voir.",signes.txt,
222,"Toute l'énigme est dans le sensible, dans cette télévision qui nous fait au plus privé denotre vie simultanés avec les autres et avec le monde.",signes.txt,
223,Husserl.,signes.txt,
